UUID,Modified,Creator,Publisher,Title,DatasetURI,Description,TopicCategory,TemporalCoverage,DateIssued,Spatial,Formats,MetadataLink,Links
02236876-9c21-42f6-9870-d2562da8e44f,2016-07-13T10:02:12.831757,Metropolitan Council,Metropolitan Council,2030 Regional Development Framework Planning Areas - 2011,us-mn-state-metc-plan-frmwrk2030dev-plan-ar2011,"The 2030 Regional Development Framework Planning Areas - 2011 updates the 2030 Regional Development Framework Planning Areas initially adopted on January 14, 2004 and ammended in 2006. This dataset reflect the agreed upon planning areas between a community and the Metropolitan Council and defined in the communities' 2030 Comprehensive Plan Update and is intended to supplement the 2030 Regional Development Framework - the planning guide for the 7-county Twin Cities metropolitan area of Minneapolis and Saint Paul, Minnesota. <br/><br/>Planning area definitions and strategies for the planning areas are available in the 2030 Regional Development Framework document at http://www.metrocouncil.org/Planning/Planning/2030-Regional-Development-Framework.aspx  (See Chapter 3). For questions about how decisions were made regarding individual communities' geographic planning areas, please contact the Metropolitan Council Regional Framework Development staff, Dan Marckel, 651-602-1548.<br/><br/>See Currentness Reference and Lineage in Data Quality Section of this metadata for more information.",Planning + Cadastre,5/23/14,2015-10-01T10:01:54.499443,"{""type"":""Polygon"",""coordinates"":[[[-94.012, 44.471],[-94.012, 45.415], [-92.732, 45.415], [-92.732, 44.471], [-94.012, 44.471]]]}","ags_mapserver, SHP, fgdb, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_frmwrk2030dev_plan_ar2011/metadata/metadata.html,"http://gis2.metc.state.mn.us/arcgis/rest/services/MetroGIS/Planning_Development/MapServer, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_frmwrk2030dev_plan_ar2011/shp_plan_frmwrk2030dev_plan_ar2011.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_frmwrk2030dev_plan_ar2011/fgdb_plan_frmwrk2030dev_plan_ar2011.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_frmwrk2030dev_plan_ar2011/gpkg_plan_frmwrk2030dev_plan_ar2011.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_frmwrk2030dev_plan_ar2011/metadata/metadata.html"
563ee27a-76a6-4cf7-9276-cc1777a907e2,2016-07-13T10:02:10.338955,Metropolitan Council - Metro Transit,Metropolitan Council,Metro Transit Fare Retailer Locations,us-mn-state-metc-econ-fare-retailer,This dataset shows locations of Metro Transit fare retailers,Economy,5/23/14,2015-08-07T10:01:48.120060,"{""type"":""Polygon"",""coordinates"":[[[-94.012, 44.471],[-94.012, 45.415], [-92.732, 45.415], [-92.732, 44.471], [-94.012, 44.471]]]}","SHP, ags_mapserver, gpkg, fgdb, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/econ_fare_retailer/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/econ_fare_retailer/shp_econ_fare_retailer.zip, http://gis2.metc.state.mn.us/arcgis/rest/services/MetroGIS/Transportation/MapServer, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/econ_fare_retailer/gpkg_econ_fare_retailer.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/econ_fare_retailer/fgdb_econ_fare_retailer.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/econ_fare_retailer/metadata/metadata.html"
8b957189-2853-48e2-8c4e-ea80314d5887,2016-07-13T10:02:03.324977,"Minnesota Dept. of Natural Resources, Metro Region",Metropolitan Council,2030 Framework Regional Natural Resource Areas,us-mn-state-metc-env-frmwrk2030nat-resourc-ar,"This is a preliminary analysis of the Regionally Significant Natural Resource Areas in the seven county metropolitan area.  It was created by the Minnesota Department of Natural Resources.  This dataset was used in the Metropolitan Council's Blueprint 2030 and subsequent 2030 Regional Development Framework.  After the Blueprint was approved by the Council, the DNR provided a different dataset named Regionally Significant Ecological Areas.  Some significant differences exist between the two datasets.  DNR is only distributing the latter dataset.  The Metropolitan Council is distributing this dataset because it was used for the 2030 Regional Development Framework.<br/><br/>This metadata was taken in large part from DNR's metadata which is no longer available.<br/><br/>Individual forest, grassland and wetland models were integrated to identify and rank the Regionally Significant Natural Resource Areas. The Regionally Significant Natural Resource Area scores are determined by examining important ecological attributes of the natural resource patches, including size, shape, cover type diversity, adjacent land use.  The results represent a probability that the modeled conditions exist in any given area, due to limitations of the data layers.  <br/><br/>The dataset was created from LandSat land cover images.",Environment,,2015-09-04T10:01:47.494367,"{""type"":""Polygon"",""coordinates"":[[[-94.028865, 44.461089],[-94.028865, 45.420775], [-92.722523, 45.420775], [-92.722523, 44.461089], [-94.028865, 44.461089]]]}","gpkg, ags_mapserver, fgdb, SHP, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/env_frmwrk2030nat_resourc_ar/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/env_frmwrk2030nat_resourc_ar/gpkg_env_frmwrk2030nat_resourc_ar.zip, http://gis2.metc.state.mn.us/arcgis/rest/services/MetroGIS/Planning_Development/MapServer, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/env_frmwrk2030nat_resourc_ar/fgdb_env_frmwrk2030nat_resourc_ar.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/env_frmwrk2030nat_resourc_ar/shp_env_frmwrk2030nat_resourc_ar.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/env_frmwrk2030nat_resourc_ar/metadata/metadata.html"
2b41a813-d384-4be9-9478-0cf584fee447,2016-07-12T10:02:21.052446,Minnesota Department of Natural Resources (DNR),Natural Resources Department,Visual Sensitivity Classifications,env-visual-sensitivity,"<h3>A concern for visual quality</h3> Minnesota forests are particularly vital to the health of two industries: tourism and forest products. While many of the demands on the forests from these two industries are compatible and even complementary, concern about the specific impacts of various forest management practices on visual quality became the focus for a positive dialogue tourism and forest products industries.<br/> <br/>In the fall of 1990, representatives of the Minnesota Resort Association and the Minnesota Forest Industries began meeting to address the issue of visual quality. A Timber and Tourism Steering Committee was formed to enhance communication, promote understanding and continue to discuss common concerns. Under the leadership of the Steering Committee, public and private forestry interest came together and developed a set of visual quality guidelines.<br/> <br/><h3>Visual Sensitivity Classification</h3> The visual quality guidelines recognized the fact that not all travel routes have the same level of visual sensitivity. To implementation of the visual quality guidelines, classification of the visual sensitivity of highways, roads, designated recreation trails, lakes, and rivers in forested areas was required.<br/> <br/>County Visual Quality Committees were formed to classify travel routes within their counties. The county committees were made up of county residents that represented tourism and forest products industries and interests. Three factors were used in the classification process:<br/>- The perceived degree of sensitivity of users of a travel route or recreation area concerning landscape aesthetics.<br/>- The volume and type of use a travel route or recreation area receives.<br/>- The speed of travel within a route or area.<br/> <br/>The levels of visual sensitivity are:<br/><br/><strong>Most sensitive</strong> - Applies to travel routes and areas where significant public use occurs and where the visual quality is of high concern to typical users. Examples of such routes may include public highways, local roads, recreational lakes and rivers, and designated recreational trails and areas that provide a high level of scenic quality.<br/> <br/><strong>Moderately sensitive</strong> - Applies to travel routes or recreation areas, not included in Level 1, where visual quality is of moderate concern to typical users. Examples of these routes and areas may include public highways and local roads, recreational lakes and rivers, and designated recreational trails that provide moderate to high scenic quality but less significant public use.<br/> <br/><strong>Less sensitive</strong> - Applies to travel routes or recreation areas, not included in Levels 1 or 2, where visual quality is of less concern to typical users. Examples of these routes may include public highways and low-volume local forest roads, nondesignated trails, and nonrecreational lakes and rivers.",Environment,,2014-10-07T13:08:04.084495,"{""type"":""Polygon"",""coordinates"":[[[-97.23, 43.5],[-97.23, 49.37], [-89.53, 49.37], [-89.53, 43.5], [-97.23, 43.5]]]}","JPEG, fgdb, WebApp, SHP, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_visual_sensitivity/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_visual_sensitivity/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_visual_sensitivity/fgdb_env_visual_sensitivity.zip, http://www.dnr.state.mn.us/forestry/visual_sensitivity/index.html, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_visual_sensitivity/shp_env_visual_sensitivity.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_visual_sensitivity/gpkg_env_visual_sensitivity.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_visual_sensitivity/metadata/metadata.html"
f8585abe-8ee3-4e63-89a1-5e9f409b7560,2016-07-09T10:02:06.737044,Minnesota Department of Natural Resources (DNR),Natural Resources Department,Lake Plant Eutrophication IBI,env-lake-plant-ibi,"Eutrophication may have detrimental effects on a lake, including reductions in the quantity and diversity of aquatic plants, fish and wildlife. The ability to assess the biological condition of a lake plant community is a valuable tool in the conservation of Minnesota's lakes. With this objective in mind, the Minnesota Department of Natural Resources (DNR) developed a lake plant index of biological integrity (IBI) to measure the response of a lake plant community to eutrophication. This <b><i>Lake Plant Eutrophication IBI</i></b> is used by the Minnesota Pollution Control Agency (MPCA) to determine if a lake is meeting the federal Clean Water Act standards with regard to aquatic life use. The MPCA will use this IBI to identify lakes that are impaired (i.e., not supporting aquatic life use based on the stress received from anthropogenic eutrophication).<br/><br/><b>For a detailed description of criteria used, see:</b> <a href=""ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_lake_plant_ibi/metadata/Lake Plant Eutrophication IBI summary 20160623.pdf"" target=_blank>Lake Plant Eutrophication IBI summary 20160623.pdf</a>",Environment,6/16/16,2016-07-08T10:01:58.748953,"{""type"":""Polygon"",""coordinates"":[[[-95.824029, 44.029130],[-95.824029, 48.514924], [-89.957509, 48.514924], [-89.957509, 44.029130], [-95.824029, 44.029130]]]}","JPEG, fgdb, SHP, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_lake_plant_ibi/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_lake_plant_ibi/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_lake_plant_ibi/fgdb_env_lake_plant_ibi.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_lake_plant_ibi/shp_env_lake_plant_ibi.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_lake_plant_ibi/gpkg_env_lake_plant_ibi.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/env_lake_plant_ibi/metadata/metadata.html"
d60c16c4-2854-4f76-8447-4c98c22cf010,2016-07-01T10:01:56.882588,"Minnesota Department of Transportation, Office of Freight and Commercial Vehicle Operations (OFCVO), Freight, Railroads, and Waterways Section",Transportation Department,"Rail Lines, Minnesota",trans-rail-lines,"This dataset depicts rail lines in Minnesota. It is a planning level dataset orginally developed at a scale of 1:24,000.",Transportation,,2016-07-01T10:01:56.841671,"{""type"":""Polygon"",""coordinates"":[[[-97.23, 43.5],[-97.23, 49.37], [-89.53, 49.37], [-89.53, 43.5], [-97.23, 43.5]]]}","JPEG, fgdb, gpkg, SHP, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dot/trans_rail_lines/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dot/trans_rail_lines/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dot/trans_rail_lines/fgdb_trans_rail_lines.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dot/trans_rail_lines/gpkg_trans_rail_lines.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dot/trans_rail_lines/shp_trans_rail_lines.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dot/trans_rail_lines/metadata/metadata.html"
5a9f9db4-97c0-41b3-b674-64d885849e89,2016-06-29T17:58:29.517762,Barr Engineering Company,Metropolitan Council,Top of Bedrock Units,us-mn-state-metc-geos-metro-top-elev-bedrock,"This raster dataset represents the tops of the St. Peter Sandstone, Prairie du Chien Group, Jordan Sandstone, St. Lawrence Formation, Franconia Formation, Ironton and Galesville Sandstones, Eau Claire Formation, and Mt. Simon Sandstone in the Twin Cities metropolitan area of Minnesota.This dataset was developed by Barr Engineering Company for the Metropolitan Council to support the development of Metro Model 2.<br/><br/>More information about this process is provided in the 2009 Metropolitan Council report 'Twin Cities Metropolitan Area Regional Groundwater Flow Model Version 2.00 - Technical Report in Support of the Metropolitan Area Master Water Supply Plan', which is available online at www.metrocouncil.org/environment/WaterSupply/metrogroundwatermodeldatasets.htm",Geoscientific,3/26/09,2015-09-22T10:02:10.107911,"{""type"":""Polygon"",""coordinates"":[[[-94.012, 44.471],[-94.012, 45.415], [-92.732, 45.415], [-92.732, 44.471], [-94.012, 44.471]]]}","fgdb, ags_mapserver, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/geos_metro_top_elev_bedrock/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/geos_metro_top_elev_bedrock/fgdb_geos_metro_top_elev_bedrock.zip, http://gis2.metc.state.mn.us/arcgis/rest/services/MetroGIS/Geology_Geophysics/MapServer, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/geos_metro_top_elev_bedrock/metadata/metadata.html"
aea7a67b-dfdb-4028-bea9-1d197ce3b6ec,2016-06-25T10:01:57.396032,Metropolitan Council and NCompass Technologies (NCT) ,Metropolitan Council,"Census Geography 2010 - Realigned; Block, BlockGroup & Tract",us-mn-state-metc-society-census2010realign,"NCompass Technologies, under contract with Metropolitan Council, created a 2010 Census Bureau block polygon dataset for the Twin Cities Metropolitan Area (Anoka, Carver, Dakota, Hennepin, Ramsey, Scott and Washington Counties). This dataset is coincident with and developed using the NCT Street Centerline and Landmarks databases where 2010 block boundaries fall on those features. For those block boundaries that are defined by features not included in NCT databases, NCT used other digital resources to generate these boundaries, such as orthophotography or additional features from city and county GIS databases. NCT used it's best judgement to digitize block boundaries when the block boundaries followed nonvisible features or street extensions.  Polygon centroid points were also generated by the Metropolitan Council for blocks, block groups and tracts (Census2010RealignBlockGroupPoints, Census2010RealignBlockPoints, Census2010RealignTractPoints). ",Society,4/1/10,2015-09-03T10:01:50.438677,"{""type"":""Polygon"",""coordinates"":[[[-94.012, 44.471],[-94.012, 45.415], [-92.732, 45.415], [-92.732, 44.471], [-94.012, 44.471]]]}","fgdb, ags_mapserver, SHP, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/society_census2010realign/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/society_census2010realign/fgdb_society_census2010realign.zip, http://gis2.metc.state.mn.us/arcgis/rest/services/MetroGIS/Demographics/MapServer, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/society_census2010realign/shp_society_census2010realign.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/society_census2010realign/gpkg_society_census2010realign.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/society_census2010realign/metadata/metadata.html"
347b807e-af0c-4b62-ba6f-9cfe96c09296,2016-06-24T10:02:30.070898,Metropolitan Council,Metropolitan Council,Special Well Construction Areas,us-mn-state-metc-geos-special-well-const-areas,"This dataset provides information about Minnesota Department of Health designated Special Well Construction Areas located within the seven county Twin Cities metropolitan area, Minnesota.  The data was collected through review of public documents provided online by the Minnesota Department of Health at http://www.health.state.mn.us/divs/eh/wells/swca/. This dataset includes general information about the name of the Special Well Construction Area, the agency responsible for the area, some of the primary contaminants detected at the site, some general information about the distribution of certain contaminants, the county or counties affected by the management area, and the date that the area was mapped.",Geoscientific,3/26/09,2015-08-06T10:01:35.201430,"{""type"":""Polygon"",""coordinates"":[[[-94.012, 44.471],[-94.012, 45.415], [-92.732, 45.415], [-92.732, 44.471], [-94.012, 44.471]]]}","gpkg, ags_mapserver, SHP, fgdb, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/geos_special_well_const_areas/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/geos_special_well_const_areas/gpkg_geos_special_well_const_areas.zip, http://gis2.metc.state.mn.us/arcgis/rest/services/MetroGIS/Water_Resources/MapServer, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/geos_special_well_const_areas/shp_geos_special_well_const_areas.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/geos_special_well_const_areas/fgdb_geos_special_well_const_areas.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/geos_special_well_const_areas/metadata/metadata.html"
11de4a4b-46da-4592-bce4-6838406598b6,2016-06-24T10:02:10.366479,Metropolitan Council Water Supply,Metropolitan Council,Water Supply Information by Community,us-mn-state-metc-water-levl-supply-info-community,"Shows  links to public water supply web page, water quality report web page, and community water conservation webpage.",Inland Waters,2/5/15,2015-09-04T10:01:48.924823,"{""type"":""Polygon"",""coordinates"":[[[-94.012, 44.471],[-94.012, 45.415], [-92.732, 45.415], [-92.732, 44.471], [-94.012, 44.471]]]}","ags_mapserver, gpkg, fgdb, SHP, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/water_levl_supply_info_community/metadata/metadata.html,"http://gis2.metc.state.mn.us/arcgis/rest/services/MetroGIS/Water_Resources/MapServer, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/water_levl_supply_info_community/gpkg_water_levl_supply_info_community.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/water_levl_supply_info_community/fgdb_water_levl_supply_info_community.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/water_levl_supply_info_community/shp_water_levl_supply_info_community.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/water_levl_supply_info_community/metadata/metadata.html"
d74f956f-c5b3-4033-aa03-06e6eb46552c,2016-06-24T10:02:06.582386,Metropolitan Council,Metropolitan Council,Sewersheds,us-mn-state-metc-util-sanitary-sewersheds,This layer contains the rough boundaries of the sewersheds for the Twin Cities metropolitan area.  A sewershed is a defined area that is tributary to a single point along an MCES interceptor pipe (a community connection to an interceptor) or is tributary to a single lift station.  Community boundaries are also used to define sewer-shed boundaries.<br/><br/>The data are derived from community comprehensive sewer plans.  <br/><br/>Notes:<br/>-  The sewersheds are estimated.  The actual sewersheds may be different.<br/>-  Not all records contain county or MCD information.,Utilities + Communication,3/3/16,2015-08-07T10:01:49.400295,"{""type"":""Polygon"",""coordinates"":[[[-94.012, 44.471],[-94.012, 45.415], [-92.732, 45.415], [-92.732, 44.471], [-94.012, 44.471]]]}","JPEG, ags_mapserver, fgdb, SHP, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sanitary_sewersheds/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sanitary_sewersheds/metadata/preview.jpg, http://gis2.metc.state.mn.us/arcgis/rest/services/MetroGIS/Utilities/MapServer, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sanitary_sewersheds/fgdb_util_sanitary_sewersheds.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sanitary_sewersheds/shp_util_sanitary_sewersheds.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sanitary_sewersheds/gpkg_util_sanitary_sewersheds.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/util_sanitary_sewersheds/metadata/metadata.html"
aa32fec2-131c-4473-9ce9-8504fd4ff1ac,2016-06-18T10:02:22.113295,Minnesota Geospatial Information Office (MnGeo),Geospatial Information Office,"Telephone Exchange Service Area Boundaries, Minnesota, March 2016",util-telephone-exchange,"This data set provides a statewide view of telephone exchange service area boundaries. <br/><br/>In addition, LATAs (local access and transport areas) and wire centers are included. At the time of the Bell System breakup, Bell operating companies were restricted to operations within specific areas called LATAs. Wire centers or 'wire center serving area', refers to the area to which local service is provided by one or more switches located at a single point. The wire center serving area is often the same area as the exchange, but a wire center can be equal to a portion of an exchange or to several exchanges combined.<br/><br/>The data was compiled in cooperation with the Minnesota Department of Commerce and the Minnesota incumbent local exchange carriers. The dataset was republished in June 2016 to correct the ""FROZEN"" attribute for the Blackduck Exchange.",Utilities + Communication,,2015-10-14T10:02:34.799082,"{""type"":""Polygon"",""coordinates"":[[[-97.23, 43.5],[-97.23, 49.37], [-89.53, 49.37], [-89.53, 43.5], [-97.23, 43.5]]]}","JPEG, fgdb, ags_mapserver, SHP, WebApp, KMZ, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_mngeo/util_telephone_exchange/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_mngeo/util_telephone_exchange/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_mngeo/util_telephone_exchange/fgdb_util_telephone_exchange.zip, http://geoserver.state.mn.us/arcgis/rest/services/Telex/FCC_20130620v2/MapServer, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_mngeo/util_telephone_exchange/shp_util_telephone_exchange.zip, http://minnesota.maps.arcgis.com/apps/OnePane/basicviewer/index.html?appid=a61fe43236994d43b097d439befb8e70, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_mngeo/util_telephone_exchange/kmz_util_telephone_exchange.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_mngeo/util_telephone_exchange/gpkg_util_telephone_exchange.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_mngeo/util_telephone_exchange/metadata/metadata.html"
088c7781-f06f-4a01-929a-e04a210bdaea,2016-06-10T10:02:18.993887,Metropolitan Council,Metropolitan Council,Historic Home Owners' Loan Corporation Neighborhood Appraisal Map,us-mn-state-metc-plan-historic-holc-appraisal,"In 1934, the Federal Housing Administration created a financial mortgage system that rated mortgage risks for properties based on various criteria but was centered on race and ethnicity. This rating system propagated racial segregation that in many ways persists today.<br/><br/>The FHA Underwriting Handbook incorporated color-coded real estate investment maps that classified neighborhoods based on assumptions about a community, primarily their racial and ethnic composition, and not on the financial ability of the residents to satisfy the obligations of a mortgage loan. These maps, created by the Home Owners Loan Corporation (HOLC) were used to determine where mortgages could or could not be issued. <br/><br/>The neighborhoods were categoriezed into four types:<br/>Type A : Best - newer or areas stil in demand<br/>Type B : Still Desirable - areas expected to remain stable for many years<br/>Type C : Definitely Declining - areas in transition<br/>Type D : Hazardous - older areas considered risky<br/><br/>Neighborhoods shaded red were deemed too hazardous for federally-back loans. These ""red-lined"" neighborhoods were where most African American residents lived. <br/><br/>Many have argued tha the HOLC maps institutionalized discriminating lending practices which not only perpetuated racial segregation but also led to neighborhood disinvestment. Today, neighborhoods classified as Type C and Type D in 2934 make up the majority of neighborhoods in 2016 that are Areas of Concentrated Poverty where 50% or More are People of Color. <br/>",Planning + Cadastre,1/1/34,2016-06-10T10:02:18.971857,"{""type"":""Polygon"",""coordinates"":[[[-94.012, 44.471],[-94.012, 45.415], [-92.732, 45.415], [-92.732, 44.471], [-94.012, 44.471]]]}","fgdb, SHP, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_historic_holc_appraisal/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_historic_holc_appraisal/fgdb_plan_historic_holc_appraisal.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_historic_holc_appraisal/shp_plan_historic_holc_appraisal.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_historic_holc_appraisal/gpkg_plan_historic_holc_appraisal.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/plan_historic_holc_appraisal/metadata/metadata.html"
74d8eadc-3672-4d0f-8be4-e4ad0ad32915,2016-06-07T10:02:34.170483,Metropolitan Council,Metropolitan Council,Agricultural Preserves 2008,us-mn-state-metc-agri-agricultural-preserves2008,"This dataset includes parcels that are enrolled in the Metropolitan Agricultural Preserves Act, Minnesota Statute 473H. The goal of this act is to encourage preservation of agricultural lands by providing a package of benefits to keep land in long-term agricultural use. At the request of the Metropolitan Council, a table is created by each county to reflect the status of parcels in the program at the end of each calendar year. The Council links these tables to the MetroGIS Regional Parcel Dataset to create a shape file of Agricultural Preserves.",Farming,,2015-09-22T10:02:14.007670,"{""type"":""Polygon"",""coordinates"":[[[-94.022062, 44.467198],[-94.022062, 45.392463], [-92.749020, 45.392463], [-92.749020, 44.467198], [-94.022062, 44.467198]]]}","JPEG, fgdb, SHP, gpkg, HTML",ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2008/metadata/metadata.html,"ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2008/metadata/preview.jpg, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2008/fgdb_agri_agricultural_preserves2008.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2008/shp_agri_agricultural_preserves2008.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2008/gpkg_agri_agricultural_preserves2008.zip, ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/agri_agricultural_preserves2008/metadata/metadata.html"
