UUID,Modified,Creator,Publisher,Title,DatasetURI,Description,TopicCategory,DateIssued,Formats,Links
87a6cec6-7ec9-41bb-9e3c-4444fb19b1dd,2017-11-20T19:44:20.269223,Philadelphia Water Department,City of Philadelphia,Rain Barrels,rain-barrels,"Rain Barrels installed under PWD's Rain Barrel Workshop and Installation program, which ran from 2006 to 2014.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Environment,2015-09-14T18:29:03.311187,"CSV, api, HTML, KML, shp, geojson","http://data.phl.opendata.arcgis.com/datasets/da8b20fb584f4dd58f28861c8f29311f_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/RainBarrel_Installed/FeatureServer/0/query?outFields=*&where=1%3D1, http://dev.socrata.com/foundry/#/data.phila.gov/e49x-4hz3, http://data.phl.opendata.arcgis.com/datasets/da8b20fb584f4dd58f28861c8f29311f_0.kml, http://data.phl.opendata.arcgis.com/datasets/da8b20fb584f4dd58f28861c8f29311f_0.zip, http://data.phl.opendata.arcgis.com/datasets/da8b20fb584f4dd58f28861c8f29311f_0.geojson, http://metadata.phila.gov/#home/datasetdetails/5543866120583086178c4eeb/representationdetails/561804f9f061d8707502e475/"
9bb36d56-b2fd-4445-872c-85915189f735,2017-11-20T19:43:36.863047,Philadelphia Water Department,City of Philadelphia,Historic Streams,historic-streams,"Philadelphia streams as mapped by Charles Ellet in 1842 and Previous study of historic streams conducted by PWD.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Environment,2016-02-17T19:46:30.866683,"CSV, KML, shp, geojson, api, HTML","http://data.phl.opendata.arcgis.com/datasets/40816e75554f4d74991aaeca81b5bd26_0.csv, http://data.phl.opendata.arcgis.com/datasets/40816e75554f4d74991aaeca81b5bd26_0.kml, http://data.phl.opendata.arcgis.com/datasets/40816e75554f4d74991aaeca81b5bd26_0.zip, http://data.phl.opendata.arcgis.com/datasets/40816e75554f4d74991aaeca81b5bd26_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/HistoricStreams_Arc/FeatureServer/0/query?outFields=*&where=1%3D1, http://metadata.phila.gov/#home/datasetdetails/5617d2dafbc5055b2b20f416/representationdetails/5617fe4de1618da03c3e12e4/, http://data.phl.opendata.arcgis.com/datasets/75caa1d4e8724a33b0eaac967271a9d4_0.csv, http://data.phl.opendata.arcgis.com/datasets/75caa1d4e8724a33b0eaac967271a9d4_0.kml, http://data.phl.opendata.arcgis.com/datasets/75caa1d4e8724a33b0eaac967271a9d4_0.zip, http://data.phl.opendata.arcgis.com/datasets/75caa1d4e8724a33b0eaac967271a9d4_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/HistoricStreams_Poly/FeatureServer/0/query?outFields=*&where=1%3D1, http://metadata.phila.gov/#home/datasetdetails/5617d2dafbc5055b2b20f416/representationdetails/5617fea5cf9bd9e60261d92e/, http://metadata.phila.gov/#home/datasetdetails/5617d2dafbc5055b2b20f416/representationdetails/5617fe4de1618da03c3e12e4/"
543c932b-2a8d-4ab4-90af-6c3d67d52f7c,2017-11-20T19:43:05.872294,Philadelphia Water Department,City of Philadelphia,Rain Check Installation Sites,rain-check-installation-sites,"Rain Check is a Philadelphia Water Department program that helps residents manage stormwater and beautify their homes. 

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Environment,2015-10-14T17:45:31.340108,"HTML, shp, CSV, KML, geojson, api","http://metadata.phila.gov/#home/datasetdetails/5617d44a99b28d6875595bee/representationdetails/561805edf061d8707502e48a/, http://data.phl.opendata.arcgis.com/datasets/df844a47a94941fea3c45b2cd60af5f9_0.zip, http://data.phl.opendata.arcgis.com/datasets/df844a47a94941fea3c45b2cd60af5f9_0.csv, http://data.phl.opendata.arcgis.com/datasets/df844a47a94941fea3c45b2cd60af5f9_0.kml, http://data.phl.opendata.arcgis.com/datasets/df844a47a94941fea3c45b2cd60af5f9_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/RainCheck_Installed/FeatureServer/0/query?outFields=*&where=1%3D1"
5579ca68-9b23-4fe2-b8d7-e00c28269b8e,2017-11-20T19:41:52.852411,Philadelphia Water Department,City of Philadelphia,Major Watersheds (Philadelphia),major-watersheds,"Polygon feature class representing major watersheds in Philadelphia. Data was developed originally from either USGS and the 2004 Sanborn DEM (digital elevation model) using ArcHydro watershed extraction tools. Major Watersheds are dissolved from subshed boundaries which reflect surface flow in relationship to stormwater inlets and outfalls.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Environment, Planning / Zoning, Real Estate / Land Records",2014-12-08T22:37:04.627199,"HTML, CSV, KML, shp, geojson, api","http://metadata.phila.gov/#home/datasetdetails/5543864520583086178c4e77/, http://data.phl.opendata.arcgis.com/datasets/73f97f2c6c634469a81dd7721661b63f_0.csv, http://data.phl.opendata.arcgis.com/datasets/73f97f2c6c634469a81dd7721661b63f_0.kml, http://data.phl.opendata.arcgis.com/datasets/73f97f2c6c634469a81dd7721661b63f_0.zip, http://data.phl.opendata.arcgis.com/datasets/73f97f2c6c634469a81dd7721661b63f_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Major_Watersheds_Phila/FeatureServer/0/query?outFields=*&where=1%3D1"
6cecc72f-a0d7-46c0-8068-42b3d3425a3f,2017-11-20T19:39:32.615977,Philadelphia Water Department,City of Philadelphia,Major Watersheds (Regional),major-watersheds-regional,"Polygon feature class representing major watersheds in Philadelphia. Data was developed originally from either USGS and the 2004 Sanborn DEM (digital elevation model) using ArcHydro watershed extraction tools. Major Watersheds are dissolved from subshed boundaries which reflect surface flow in relationship to stormwater inlets and outfalls.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Environment, Planning / Zoning, Real Estate / Land Records",2015-09-11T18:51:40.249272,"HTML, CSV, KML, shp, geojson, geoservice","http://metadata.phila.gov/#home/datasetdetails/5543864520583086178c4e78/, http://data.phl.opendata.arcgis.com/datasets/3d247c43b25a48078534065e6f7a1c96_0.csv, http://data.phl.opendata.arcgis.com/datasets/3d247c43b25a48078534065e6f7a1c96_0.kml, http://data.phl.opendata.arcgis.com/datasets/3d247c43b25a48078534065e6f7a1c96_0.zip, http://data.phl.opendata.arcgis.com/datasets/3d247c43b25a48078534065e6f7a1c96_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Major_Watersheds_Regional/FeatureServer/0/query?outFields=*&where=1%3D1"
3e4899b5-c31b-4241-bc5d-21ae0c59dbd7,2017-11-02T20:09:07.727640,Office of Sustainability,City of Philadelphia,Large Building Energy Benchmarking Data,large-commercial-building-energy-benchmarking,"This dataset contains annual building and performance data for those properties which reported between years 2013 to 2016. Property data is pulled from the Office of Property Assessment. Data is self-reported by building owners using the EPA Portfolio Manager tool. This data will be updated annually.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Environment, Real Estate / Land Records",2015-01-21T02:53:15.458779,"HTML, CSV, shp, geojson, api, metadata","http://visualization.phillybuildingbenchmarking.com/, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_reported_2016&filename=properties_reported_2016&format=csv&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_reported_2016&filename=properties_reported_2016&format=shp&skipfields=cartodb_id, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_reported_2016&filename=properties_reported_2016&format=geojson&skipfields=cartodb_id, https://cityofphiladelphia.github.io/carto-api-explorer/#properties_reported_2016, http://metadata.phila.gov/#home/datasetdetails/5543865220583086178c4eb2/representationdetails/59f0a3d49b418b4b8056ba87/, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_not_reported_2016&filename=properties_not_reported_2016&format=csv&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_not_reported_2016&filename=properties_not_reported_2016&format=shp&skipfields=cartodb_id, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_not_reported_2016&filename=properties_not_reported_2016&format=geojson&skipfields=cartodb_id, https://cityofphiladelphia.github.io/carto-api-explorer/#properties_not_reported_2016, http://metadata.phila.gov/#home/datasetdetails/5543865220583086178c4eb2/representationdetails/59f347fa90674b4b96e21e8b/, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_reported_2015&filename=properties_reported_2015&format=csv&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_reported_2015&filename=properties_reported_2015&format=shp&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_reported_2015&filename=properties_reported_2015&format=geojson&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://cityofphiladelphia.github.io/carto-api-explorer/#properties_reported_2015, http://metadata.phila.gov/#home/datasetdetails/5543865220583086178c4eb2/representationdetails/59b83b64aec9593d1300fdcd/, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_not_reported_2015&filename=properties_not_reported_2015&format=csv&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_not_reported_2015&filename=properties_not_reported_2015&format=shp&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+properties_not_reported_2015&filename=properties_not_reported_2015&format=geojson&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://cityofphiladelphia.github.io/carto-api-explorer/#properties_not_reported_2015, http://metadata.phila.gov/#home/datasetdetails/5543865220583086178c4eb2/representationdetails/59b842e8135e434164aa8e1b/, https://phl.carto.com/api/v2/sql?q=select+*+from+energy_usage_large_commercial_buildings_reported_2014&format=csv&filename=energy_usage_large_commercial_buildings_reported_2014&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+energy_usage_large_commercial_buildings_reported_2014&filename=energy_usage_large_commercial_buildings_reported_2014&format=shp&skipfields=cartodb_id, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+energy_usage_large_commercial_buildings_reported_2014&filename=energy_usage_large_commercial_buildings_reported_2014&format=geojson&skipfields=cartodb_id, https://cityofphiladelphia.github.io/carto-api-explorer/#energy_usage_large_commercial_buildings_reported_2014, http://cityofphiladelphia.github.io/metadata-catalog/#home/datasetdetails/5543865220583086178c4eb2/representationdetails/563a118a48849f2d3bae3518/, https://phl.carto.com/api/v2/sql?q=select+*+from+large_building_energy_not_reported_2014&format=csv&filename=large_building_energy_not_reported_2014&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+large_building_energy_not_reported_2014&filename=large_building_energy_not_reported_2014&format=shp&skipfields=cartodb_id, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+large_building_energy_not_reported_2014&filename=large_building_energy_not_reported_2014&format=geojson&skipfields=cartodb_id, https://cityofphiladelphia.github.io/carto-api-explorer/#large_building_energy_not_reported_2014, http://metadata.phila.gov/#home/datasetdetails/5543865220583086178c4eb2/representationdetails/563a665f50972cc83e4ec2ee/, https://data.phila.gov/carto/api/v2/sql?q=SELECT+*,+ST_Y(the_geom)+AS+lat,+ST_X(the_geom)+AS+lng+FROM+energy_usage_large_commercial_buildings_reported_2013&filename=energy_usage_large_commercial_buildings_reported_2013&format=csv&skipfields=cartodb_id, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+energy_usage_large_commercial_buildings_reported_2013&filename=energy_usage_large_commercial_buildings_reported_2013&format=shp&skipfields=cartodb_id, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+energy_usage_large_commercial_buildings_reported_2013&filename=energy_usage_large_commercial_buildings_reported_2013&format=geojson&skipfields=cartodb_id, https://cityofphiladelphia.github.io/carto-api-explorer/#energy_usage_large_commercial_buildings_reported_2013, http://cityofphiladelphia.github.io/metadata-catalog/#home/datasetdetails/5543865220583086178c4eb2/, https://data.phila.gov/carto/api/v2/sql?q=SELECT+*,+ST_Y(the_geom)+AS+lat,+ST_X(the_geom)+AS+lng+FROM+energy_usage_large_commercial_buildings_not_reported_2013&filename=energy_usage_large_commercial_buildings_not_reported_2013&format=csv&skipfields=cartodb_id, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+energy_usage_large_commercial_buildings_not_reported_2013&filename=energy_usage_large_commercial_buildings_not_reported_2013&format=shp&skipfields=cartodb_id, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+energy_usage_large_commercial_buildings_not_reported_2013&filename=energy_usage_large_commercial_buildings_not_reported_2013&format=geojson&skipfields=cartodb_id, https://cityofphiladelphia.github.io/carto-api-explorer/#energy_usage_large_commercial_buildings_not_reported_2013, http://metadata.phila.gov/#home/datasetdetails/5543865220583086178c4eb2/representationdetails/559305dedf3100a66b20774c/"
f1c1e602-0cf9-412f-b444-142b850c0769,2017-10-27T15:27:52.570001,"injury, office of transportation and infrastructure systems, philadelphia streets department",City of Philadelphia,Vision Zero High Injury Network 2017,high-injury-network,"This data contains the High Injury Network. It is derived using spatial data analysis of crash data for years 2012-2016 from Pennsylvania Department of Transportation.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Health / Human Services, Parks / Recreation, Planning / Zoning, Public Safety, Transportation",2017-10-02T18:07:13.814790,"visualization, CSV, shp, geojson, api, HTML","https://cityofphiladelphia.carto.com/u/phl/builder/9f611db9-9184-4b97-81f6-e99edb8f8293/embed, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+high_injury_network_2017&filename=high_injury_network_2017&format=csv&skipfields=cartodb_id,the_geom,the_geom_webmercator, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+high_injury_network_2017&filename=high_injury_network_2017&format=shp&skipfields=cartodb_id, https://phl.carto.com/api/v2/sql?q=SELECT+*+FROM+high_injury_network_2017&filename=high_injury_network_2017&format=geojson&skipfields=cartodb_id, https://cityofphiladelphia.github.io/carto-api-explorer/#high_injury_network_2017, http://metadata.phila.gov/#home/datasetdetails/59d24a6eb267a12113d99ba8/"
5bf21a67-a15b-4972-9010-14c2852642d0,2017-10-12T15:44:27.741067,Philadelphia Airport,City of Philadelphia,Airport Airside Pavement,airport-airside-pavement,"This data has been developed to manage PHL's flight information display systems in an interactive/ geographically illustrated format. This file reflects the current paved Airport Operations Area (AOA) configuration.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Transportation,2015-06-03T18:27:55.879310,"CSV, HTML, shp, geojson, api, KML","http://data.phl.opendata.arcgis.com/datasets/44a1035a6ddc49b1a4c49a389abf21ac_0.csv, http://metadata.phila.gov/#home/datasetdetails/556f4e737bfe70a02e534128/representationdetails/556f5045391445a93c097f18/, http://data.phl.opendata.arcgis.com/datasets/44a1035a6ddc49b1a4c49a389abf21ac_0.zip, http://data.phl.opendata.arcgis.com/datasets/44a1035a6ddc49b1a4c49a389abf21ac_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Airside_Pavement/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/44a1035a6ddc49b1a4c49a389abf21ac_0.kml"
889b499e-c368-4051-bbef-d15c75b5ac6f,2017-10-12T15:44:14.817054,Philadelphia Airport,City of Philadelphia,Airport Runways,airport-runways,"This data has been developed to manage PHL's runaways and their assets in an interactive/ geographically illustrated format.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Real Estate / Land Records, Transportation",2015-06-03T18:52:15.920291,"CSV, api, shp, geojson, HTML, KML","http://data.phl.opendata.arcgis.com/datasets/d7f2f088b0bd454294b0c05cff13844f_0.csv, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Runways/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/d7f2f088b0bd454294b0c05cff13844f_0.zip, http://data.phl.opendata.arcgis.com/datasets/d7f2f088b0bd454294b0c05cff13844f_0.geojson, http://metadata.phila.gov/#home/datasetdetails/556f4fbe7bfe70a02e534133/, http://data.phl.opendata.arcgis.com/datasets/d7f2f088b0bd454294b0c05cff13844f_0.kml"
315ffdfb-d84b-4457-8817-81f7b640202f,2017-10-12T15:43:54.737218,Philadelphia Airport,City of Philadelphia,Airport Rental Car Lots,airport-rental-car-lots,"This data has been developed to manage PHL's rental car lots by name in an interactive/ geographically illustrated format.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Transportation,2015-06-03T18:50:16.670599,"CSV, HTML, shp, geojson, api","http://data.phl.opendata.arcgis.com/datasets/b82bd965cd6341a9ad006851f588cfa6_0.csv, http://metadata.phila.gov/#home/datasetdetails/5626a15bdeb5149b41013481/representationdetails/5626a21e00302eeb24e9b00e/, http://data.phl.opendata.arcgis.com/datasets/b82bd965cd6341a9ad006851f588cfa6_0.zip, http://data.phl.opendata.arcgis.com/datasets/b82bd965cd6341a9ad006851f588cfa6_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Rental_Car_Lots/FeatureServer/0/query?outFields=*&where=1%3D1"
ccd6728d-7b92-4402-8d98-a67afd361450,2017-10-12T15:43:41.005253,Philadelphia Airport,City of Philadelphia,Airport Terminal Buildings,airport-buildings,"This data has been developed to display terminal buildings at the Philadelphia International Airport.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Transportation,2015-05-29T15:33:24.328301,"HTML, CSV, shp, geojson, api, KML","http://metadata.phila.gov/#home/datasetdetails/556f4f0a509ea3d329264728/representationdetails/556f506d131782d56ff91a26/, http://data.phl.opendata.arcgis.com/datasets/1531a6999c0f40d3b1a6764a0a54f32b_0.csv, http://data.phl.opendata.arcgis.com/datasets/1531a6999c0f40d3b1a6764a0a54f32b_0.zip, http://data.phl.opendata.arcgis.com/datasets/1531a6999c0f40d3b1a6764a0a54f32b_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Terminal_Buildings/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/1531a6999c0f40d3b1a6764a0a54f32b_0.kml"
9c77143d-f091-4d22-8cd8-7af739283425,2017-10-12T15:43:24.320055,Philadelphia Airport,City of Philadelphia,Airport Amenities,phl-airport-amenities,"This file reflects the current Amenities at PHL.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Transportation,2015-05-29T15:29:50.104731,"CSV, geojson, shp, HTML, api, KML","http://data.phl.opendata.arcgis.com/datasets/58567377f6234fcab42b1bd8c9c0c5ae_0.csv, http://data.phl.opendata.arcgis.com/datasets/58567377f6234fcab42b1bd8c9c0c5ae_0.geojson, http://data.phl.opendata.arcgis.com/datasets/58567377f6234fcab42b1bd8c9c0c5ae_0.zip, http://metadata.phila.gov/#home/datasetdetails/556de71b2852c3e75e0d799b/representationdetails/556de7383da941e307401283/, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Amenities/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/58567377f6234fcab42b1bd8c9c0c5ae_0.kml"
d36d5b87-bfc7-412b-bb42-674a17c1dea2,2017-10-12T15:43:10.457285,Philadelphia Airport,City of Philadelphia,Airport Public Parking Entry and Exit Locations,airport-parking-locations,"This data has been developed to manage PHL's parking entrances and exits in an interactive/ geographically illustrated format.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Transportation,2015-06-03T18:48:20.886575,"CSV, shp, geojson, HTML, api, KML","http://data.phl.opendata.arcgis.com/datasets/656d0ed09d104fdbabd53a8970fb2cb9_0.csv, http://data.phl.opendata.arcgis.com/datasets/656d0ed09d104fdbabd53a8970fb2cb9_0.zip, http://data.phl.opendata.arcgis.com/datasets/656d0ed09d104fdbabd53a8970fb2cb9_0.geojson, https://www.arcgis.com/home/item.html?id=656d0ed09d104fdbabd53a8970fb2cb9, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Parking_Entry_Exit/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/656d0ed09d104fdbabd53a8970fb2cb9_0.kml"
ec832cde-87a1-43b4-b6b7-736d2eda4b8d,2017-10-12T15:42:53.779471,Philadelphia Airport,City of Philadelphia,Airport Public Parking Lots,airport-public-parking-lots,"This data has been developed to manage PHL's public parking lots in an interactive/ geographically illustrated format.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Transportation,2015-06-03T18:49:13.251664,"CSV, shp, geojson, HTML, api, KML","http://data.phl.opendata.arcgis.com/datasets/d6b74cabf95d4013b80d88c46ac1d685_0.csv, http://data.phl.opendata.arcgis.com/datasets/d6b74cabf95d4013b80d88c46ac1d685_0.zip, http://data.phl.opendata.arcgis.com/datasets/d6b74cabf95d4013b80d88c46ac1d685_0.geojson, http://metadata.phila.gov/#home/datasetdetails/556f4ee1d8f6b8a82e17f3d2/representationdetails/556f50a953994a4b6fb415f4/, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Parking_Lots/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/d6b74cabf95d4013b80d88c46ac1d685_0.kml"
8b012abb-2d3e-436d-b107-0939a2bf78b5,2017-10-12T15:42:43.577274,Philadelphia Airport,City of Philadelphia,Airport Roadway Zones,airport-roadway-zones,"This data has been developed to manage PHL's transit stops and vehicle zones in an interactive/ geographically illustrated format.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Transportation,2015-05-29T15:37:51.042549,"HTML, CSV, shp, geojson, api, KML","http://metadata.phila.gov/#home/datasetdetails/556f4fa7bd77e15e179e1fa0/representationdetails/556f50e7131782d56ff91a34/, http://data.phl.opendata.arcgis.com/datasets/db55471a272b4ecbb6e7ab7cf70363f9_0.csv, http://data.phl.opendata.arcgis.com/datasets/db55471a272b4ecbb6e7ab7cf70363f9_0.zip, http://data.phl.opendata.arcgis.com/datasets/db55471a272b4ecbb6e7ab7cf70363f9_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Roadway_Zones/FeatureServer/0/query?outFields=*&where=1%3D1, http://data.phl.opendata.arcgis.com/datasets/db55471a272b4ecbb6e7ab7cf70363f9_0.kml"
c03440d5-d36d-4c0d-871f-5f85c926a5b3,2017-10-12T15:32:43.613624,,City of Philadelphia,Philadelphia Street Tree Inventory,philadelphia-street-tree-inventory,"A comprehensive inventory of all street trees within the limits of the City of Philadelphia. This dataset is still a work in progress. The following fields will be updated with attributes as they become available: Species (Scientific Name of Tree Species), Status (Current health of the tree), DBH (Diameter of the tree at breast height).

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)","Environment, Parks / Recreation",2016-08-03T19:53:21.055419,"KML, shp, CSV, geojson, api, HTML","http://data.phl.opendata.arcgis.com/datasets/957f032f9c874327a1ad800abd887d17_0.kml, http://data.phl.opendata.arcgis.com/datasets/957f032f9c874327a1ad800abd887d17_0.zip, http://data.phl.opendata.arcgis.com/datasets/957f032f9c874327a1ad800abd887d17_0.csv, http://data.phl.opendata.arcgis.com/datasets/957f032f9c874327a1ad800abd887d17_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/PPR_StreetTrees/FeatureServer/0/query?outFields=*&where=1%3D1, http://metadata.phila.gov/#home/datasetdetails/57a0e1d5aa8882104134830e/representationdetails/57a0e1d6aa88821041348312/, https://beta.phila.gov/posts/open-data-digital-transformation/2016-08-05-mapping-philadelphias-urban-forest/"
5a8db110-eca4-466f-8854-3ba77be47271,2017-10-12T15:32:32.837649,Department of Parks and Recreation,City of Philadelphia,Parks & Recreation Districts,ppr-districts,"Polygon boundaries of PPR's operational districts as established by PPR's GIS staff and reviewed, revised, and approved by PPR's executive staff. These boundaries were revised from boundaries that were en place in prior years.

Trouble downloading or have questions about this City dataset? Visit the [OpenDataPhilly Discussion Group](http://www.phila.gov/data/discuss/)",Parks / Recreation,2015-01-16T16:37:08.456601,"HTML, CSV, KML, shp, geojson, api","http://metadata.phila.gov/#home/datasetdetails/5543866d20583086178c4f1a/representationdetails/55438ab29b989a05172d0d51/, http://data.phl.opendata.arcgis.com/datasets/bc2b2e8e356742568e43b0128c344d03_0.csv, http://data.phl.opendata.arcgis.com/datasets/bc2b2e8e356742568e43b0128c344d03_0.kml, http://data.phl.opendata.arcgis.com/datasets/bc2b2e8e356742568e43b0128c344d03_0.zip, http://data.phl.opendata.arcgis.com/datasets/bc2b2e8e356742568e43b0128c344d03_0.geojson, https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/PPR_Districts/FeatureServer/0/query?outFields=*&where=1%3D1"
